celltype	emergence_time	key_TF	times_on_this_list	determined_score	edge	edge_weight	gene_ID	TF_family	avg_logFC_1	pct_1_1	pct_2_1	p_val_adj_1	avg_logFC_2	pct_1_2	pct_2_2	p_val_adj_2
dorsal margin involuted	hpf5.3	id3	11	0.942853846824909	hpf5.3:dorsal margin involuted_hpf4.8:margin	0.834201216141515	ENSDARG00000054823	bHLH	1.00017015663878	0.68	0.392	8.04097342366815e-09	1.23681277339033	0.68	0.372	2.63789596626732e-22
dorsal margin involuted	hpf5.3	noto	6	0.873400095645036	hpf5.3:dorsal margin involuted_hpf4.8:margin	0.834201216141515	ENSDARG00000021201	Homeobox	0.925925267829992	0.791	0.508	8.42881695079556e-10	1.27897702666838	0.791	0.415	1.46536403779061e-30
dorsal margin involuted	hpf5.3	foxa2	5	0.677995407954367	hpf5.3:dorsal margin involuted_hpf4.8:margin	0.834201216141515	ENSDARG00000003411	Fork_head	0.86244913098623	0.698	0.176	7.09377988940535e-21	1.14412796757446	0.698	0.092	8.88777974987811e-98
dorsal margin involuted	hpf5.3	foxa	5	0.364035708304809	hpf5.3:dorsal margin involuted_hpf4.8:margin	0.834201216141515	ENSDARG00000087094	Fork_head	0.649958268319958	0.948	0.568	2.33845176052747e-16	1.12009279816982	0.948	0.451	6.78960806816197e-52
dorsal margin involuted	hpf5.3	zic3	4	0.122802944451188	hpf5.3:dorsal margin involuted_hpf4.8:margin	0.834201216141515	ENSDARG00000071497	zf-C2H2	0.747193310071743	0.669	0.212	1.86078132558193e-15	0.647514300690874	0.669	0.31	1.136842472713e-19
dorsal margin involuted	hpf5.3	lhx1a	3	-0.159386571870699	hpf5.3:dorsal margin involuted_hpf4.8:margin	0.834201216141515	ENSDARG00000014018	Homeobox	0.521399351460271	0.866	0.388	3.06187303692123e-11	0.686584296048764	0.866	0.37	2.10852619093793e-31
dorsal margin involuted	hpf5.3	six3b	8	-0.267689530991095	hpf5.3:dorsal margin involuted_hpf4.8:margin	0.834201216141515	ENSDARG00000054879	Homeobox	0.532013283816954	0.203	0	2.23314471537758e-09	0.532013283816954	0.203	0	6.75356362698452e-64
dorsal margin involuted	hpf5.3	tbr1b	3	-0.46158469610788	hpf5.3:dorsal margin involuted_hpf4.8:margin	0.834201216141515	ENSDARG00000004712	T-box	0.460528058650542	0.18	0.004	4.01131523742612e-07	0.413022219582622	0.18	0.021	5.44976353433744e-21
dorsal margin involuted	hpf5.3	ets2	3	-0.539001241890772	hpf5.3:dorsal margin involuted_hpf4.8:margin	0.834201216141515	ENSDARG00000103980	ETS	0.382995233425623	0.5	0.208	0.000214049841493269	0.450913787070268	0.5	0.249	1.06460574299124e-09
dorsal margin involuted	hpf5.3	tcf7l1a	11	-0.539753214140322	hpf5.3:dorsal margin involuted_hpf4.8:margin	0.834201216141515	ENSDARG00000038159	HMG	0.447526031859359	0.308	0.044	7.90942510110496e-09	0.337478694734313	0.308	0.145	0.000390280452392937
dorsal margin involuted	hpf5.3	snai1a	3	-0.577035466183187	hpf5.3:dorsal margin involuted_hpf4.8:margin	0.834201216141515	ENSDARG00000056995	zf-C2H2	0.33079882816772	0.919	0.712	8.46025283532137e-05	0.494117641120754	0.919	0.675	3.41949448873749e-16
dorsal margin involuted	hpf5.3	six7	8	-0.61001975841776	hpf5.3:dorsal margin involuted_hpf4.8:margin	0.834201216141515	ENSDARG00000070107	Homeobox	0.375741484899463	0.145	0.004	6.30359597391384e-05	0.37433290046589	0.145	0.004	1.47731371027672e-33
dorsal margin involuted	hpf5.3	gata6	3	-0.65437939076839	hpf5.3:dorsal margin involuted_hpf4.8:margin	0.834201216141515	ENSDARG00000103589	zf-GATA	0.326335898567799	0.488	0.22	0.00510986542848026	0.404724725051646	0.488	0.212	1.43566601481555e-09
dorsal margin involuted	hpf5.3	her6	10	-0.672827691233717	hpf5.3:dorsal margin involuted_hpf4.8:margin	0.834201216141515	ENSDARG00000006514	bHLH	0.303473779083839	0.273	0.084	0.00942469979606121	0.42140013836129	0.273	0.085	1.09708241056278e-10
dorsal margin involuted	hpf5.3	mycb	4	-0.729148636251532	hpf5.3:dorsal margin involuted_hpf4.8:margin	0.834201216141515	ENSDARG00000007241	bHLH	0.343933482771346	0.25	0.052	0.000159622421918926	0.280110590332902	0.25	0.092	4.50874744344116e-06
dorsal margin involuted	hpf5.3	sall3b	2	-0.748936103120372	hpf5.3:dorsal margin involuted_hpf4.8:margin	0.834201216141515	ENSDARG00000057586	zf-C2H2	0.319847878093276	0.262	0.04	2.04844739667151e-06	0.297236297064811	0.262	0.061	4.27264035933851e-15
dorsal margin involuted	hpf5.3	tbx1	5	-0.843587482456108	hpf5.3:dorsal margin involuted_hpf4.8:margin	0.834201216141515	ENSDARG00000031891	T-box	0.276683148535002	0.145	0	1.13305820092075e-05	0.253563912342963	0.145	0.012	1.48168698218266e-21
dorsal margin involuted	hpf5.3	carhsp1	1	-0.862897098871833	hpf5.3:dorsal margin involuted_hpf4.8:margin	0.834201216141515	ENSDARG00000053129	CSD	0.239090739111034	0.39	0.152	0.00596332097239582	0.294835090747041	0.39	0.224	0.00617046323373172
dorsal margin involuted	hpf5.3	lhx1b	1	-0.876414747256526	hpf5.3:dorsal margin involuted_hpf4.8:margin	0.834201216141515	ENSDARG00000007944	Homeobox	0.243396915390221	0.198	0.036	0.00270765679162849	0.270345357868017	0.198	0.039	2.43479121014876e-13
dorsal margin involuted	hpf5.3	zgc:171599	3	-0.909552507856394	hpf5.3:dorsal margin involuted_hpf4.8:margin	0.834201216141515	ENSDARG00000044847	zf-C2H2	0.25093109579811	0.355	0.124	0.00555009476822312	0.215578403555157	0.355	0.179	0.00482866781929666
germline	hpf5.3	zgc:113424	1	2.802178983488	hpf5.3:germline_hpf4.8:DEL	0.923076923076923	ENSDARG00000035680	Fork_head	1.53238607952588	0.875	0.188	3.79074979185787e-10	1.67181096759011	0.875	0.203	5.14640359527103e-11
germline	hpf5.3	si:rp71-45k5.2	2	1.73350179978898	hpf5.3:germline_hpf4.8:DEL	0.923076923076923	ENSDARG00000093129	Fork_head	1.18981869366266	0.688	0.11	6.84508963289803e-10	1.22205578530585	0.688	0.138	1.96722352321224e-08
germline	hpf5.3	sox19b	2	1.5828523953128	hpf5.3:germline_hpf4.8:DEL	0.923076923076923	ENSDARG00000040266	HMG	1.10503450581478	0.688	0.107	1.33636680732215e-09	1.19833830946296	0.688	0.124	1.35540178198572e-09
germline	hpf5.3	si:dkey-208k4.2	1	1.3958437040679	hpf5.3:germline_hpf4.8:DEL	0.923076923076923	ENSDARG00000104170	zf-C2H2	1.0433897217173	0.812	0.062	1.29701903841108e-26	1.12148243175305	0.812	0.055	7.53934287304947e-37
germline	hpf5.3	znf609a	4	1.38801073000184	hpf5.3:germline_hpf4.8:DEL	0.923076923076923	ENSDARG00000103388	Others	1.06212902708214	0.625	0.066	2.92666777328448e-14	1.09507784009823	0.625	0.069	2.52941343444168e-15
germline	hpf5.3	etv5a	6	1.32664502816237	hpf5.3:germline_hpf4.8:DEL	0.923076923076923	ENSDARG00000069763	ETS	1.01255802945587	0.75	0.13	9.81546599495057e-09	1.10176613068874	0.75	0.146	2.78402457557514e-09
germline	hpf5.3	cebpg	5	1.06986757304218	hpf5.3:germline_hpf4.8:DEL	0.923076923076923	ENSDARG00000036073	TF_bZIP	0.95263106699126	0.5	0.067	3.66649332907542e-07	0.969360026726923	0.5	0.077	1.14809293849368e-06
germline	hpf5.3	mysm1	1	0.523419971319903	hpf5.3:germline_hpf4.8:DEL	0.923076923076923	ENSDARG00000034693	MYB	0.716371319705388	0.562	0.131	0.00795871422417904	0.805822232956573	0.562	0.134	0.00118664579724713
germline	hpf5.3	hinfp	1	0.318072483936601	hpf5.3:germline_hpf4.8:DEL	0.923076923076923	ENSDARG00000004851	zf-C2H2	0.668809793121957	0.438	0.04	3.69903482342558e-10	0.699541384280461	0.438	0.03	3.42735048302339e-17
germline	hpf5.3	si:ch73-389k6.1	1	0.217189130525561	hpf5.3:germline_hpf4.8:DEL	0.923076923076923	ENSDARG00000103186	THAP	0.647968097407602	0.312	0.006	2.88187606177827e-30	0.64458251387189	0.312	0.009	6.7738181065372e-30
germline	hpf5.3	myclb	5	0.21129892976942	hpf5.3:germline_hpf4.8:DEL	0.923076923076923	ENSDARG00000034956	bHLH	0.639010967594717	0.5	0.039	6.87902205462298e-14	0.649790655370018	0.5	0.059	1.93143025795788e-09
germline	hpf5.3	gcfc2	1	0.0105694635161571	hpf5.3:germline_hpf4.8:DEL	0.923076923076923	ENSDARG00000079020	GCFC	0.551099585947136	0.375	0.051	0.000456295539215625	0.590940651680878	0.375	0.056	0.000411887238915886
germline	hpf5.3	hivep1	3	-0.107983901094236	hpf5.3:germline_hpf4.8:DEL	0.923076923076923	ENSDARG00000103658	zf-C2H2	0.531788789326417	0.25	0.007	4.46745193164655e-18	0.520721191171856	0.25	0.013	9.03984671241029e-12
germline	hpf5.3	tada2b	1	-0.154882723683148	hpf5.3:germline_hpf4.8:DEL	0.923076923076923	ENSDARG00000003769	MYB	0.499141099604879	0.438	0.062	0.000105594999931637	0.520137846311544	0.438	0.078	0.00129646453198384
germline	hpf5.3	CU929037.1	1	-0.2127464644504	hpf5.3:germline_hpf4.8:DEL	0.923076923076923	ENSDARG00000089607	zf-C2H2	0.487718197769487	0.188	0.004	5.53959824724948e-15	0.488037310835773	0.188	0.006	1.37607906207094e-15
germline	hpf5.3	cux1a	2	-0.249731963018347	hpf5.3:germline_hpf4.8:DEL	0.923076923076923	ENSDARG00000078459	CUT	0.472966028123883	0.312	0.003	1.16025258931857e-41	0.475621474472955	0.312	0.004	5.2739879444965e-59
germline	hpf5.3	tshz1	5	-0.284916637951864	hpf5.3:germline_hpf4.8:DEL	0.923076923076923	ENSDARG00000005026	zf-C2H2	0.457720279050035	0.312	0.006	3.93372007565368e-30	0.46512797933867	0.312	0.006	3.39535875081329e-43
germline	hpf5.3	homezb	1	-0.33439838680439	hpf5.3:germline_hpf4.8:DEL	0.923076923076923	ENSDARG00000024598	Homeobox	0.44021487924055	0.375	0.033	3.51776789399998e-08	0.446091088474341	0.375	0.047	1.42334000711718e-05
germline	hpf5.3	creb3l2	2	-0.365352966262163	hpf5.3:germline_hpf4.8:DEL	0.923076923076923	ENSDARG00000063563	TF_bZIP	0.433402764544205	0.188	0.01	4.10590414889057e-06	0.429681380212281	0.188	0.018	0.00733788983078934
germline	hpf5.3	cpeb1b	1	-0.385871510146106	hpf5.3:germline_hpf4.8:DEL	0.923076923076923	ENSDARG00000008454	Others	0.424149630022726	0.312	0.019	1.10501448009444e-10	0.423955911896047	0.312	0.03	8.91993108797856e-07
germline	hpf5.3	arntl1a	1	-0.439950622521441	hpf5.3:germline_hpf4.8:DEL	0.923076923076923	ENSDARG00000006791	bHLH	0.394171689402308	0.375	0.029	2.03762233682723e-09	0.414944670490157	0.375	0.028	3.24851553417619e-12
germline	hpf5.3	bbx	1	-0.58133375184852	hpf5.3:germline_hpf4.8:DEL	0.923076923076923	ENSDARG00000012699	HMG	0.352622889179174	0.188	0.008	1.11085510948504e-08	0.351341539685203	0.188	0.008	3.22137462228304e-10
germline	hpf5.3	znf142	1	-0.649286478610044	hpf5.3:germline_hpf4.8:DEL	0.923076923076923	ENSDARG00000061373	zf-C2H2	0.330561135324134	0.188	0.011	1.79327062751543e-05	0.323047225462255	0.188	0.017	0.00261099308475571
germline	hpf5.3	tefb	1	-0.76266171514639	hpf5.3:germline_hpf4.8:DEL	0.923076923076923	ENSDARG00000098103	TF_bZIP	0.278761216759361	0.188	0.013	0.000616775917062824	0.292141584954737	0.188	0.01	8.24127183589274e-08
germline	hpf5.3	nr3c1	3	-0.768070401725158	hpf5.3:germline_hpf4.8:DEL	0.923076923076923	ENSDARG00000025032	ESR-like	0.293295349092506	0.188	0.008	1.06672925904122e-07	0.272175140804873	0.188	0.02	0.0355228691697499
germline	hpf5.3	mef2d	3	-0.953575340202108	hpf5.3:germline_hpf4.8:DEL	0.923076923076923	ENSDARG00000040237	SRF	0.216638798675697	0.188	0.002	3.76177261745157e-26	0.212800524931232	0.188	0.003	6.45037502909389e-27
germline	hpf5.3	relb	1	-0.970787567050486	hpf5.3:germline_hpf4.8:DEL	0.923076923076923	ENSDARG00000086173	RHD	0.21114803013883	0.125	0.005	9.51723329476721e-05	0.205527732398091	0.125	0.009	0.0235184015018703
germline	hpf5.3	mecp2	1	-0.977343483769219	hpf5.3:germline_hpf4.8:DEL	0.923076923076923	ENSDARG00000014218	MBD	0.199015593677563	0.125	0.008	0.01897056447401	0.213676571922905	0.125	0.004	5.97555041497015e-08
germline	hpf5.3	hey2	3	-0.991190623793471	hpf5.3:germline_hpf4.8:DEL	0.923076923076923	ENSDARG00000013441	bHLH	0.202868870559408	0.125	0.001	1.00999125369078e-18	0.198831994914539	0.125	0.004	3.30431874621423e-10
germline	hpf5.3	zbtb8a	1	-1.0905201241335	hpf5.3:germline_hpf4.8:DEL	0.923076923076923	ENSDARG00000059226	ZBTB	0.164025230662126	0.125	0.007	0.00524502297048591	0.16464454087082	0.125	0.009	0.0343401400142904
germline	hpf5.3	sox9b	1	-1.13822402004535	hpf5.3:germline_hpf4.8:DEL	0.923076923076923	ENSDARG00000043923	HMG	0.153895389611573	0.125	0	7.07752656374431e-30	0.138955188597536	0.125	0.008	0.00681089669141725
germline	hpf5.3	dmrt1	1	-1.16062151067537	hpf5.3:germline_hpf4.8:DEL	0.923076923076923	ENSDARG00000007349	DM	0.139330296722876	0.125	0.007	0.00524502297048591	0.137560378325031	0.125	0.008	0.00701142865048563
non dorsal margin involuted	hpf5.3	msgn1	3	2.63742873459105	hpf5.3:non dorsal margin involuted_hpf4.8:margin	0.983013698630137	ENSDARG00000070546	bHLH	1.50458775768241	0.819	0.136	2.38358195250655e-54	1.71165168204523	0.819	0.131	7.23615377590059e-169
non dorsal margin involuted	hpf5.3	sox32	2	1.82482418358216	hpf5.3:non dorsal margin involuted_hpf4.8:margin	0.983013698630137	ENSDARG00000100591	HMG	0.900753455049835	0.323	0.14	0.0006627694827087	2.01067612067741	0.323	0.021	1.81691779542485e-68
non dorsal margin involuted	hpf5.3	sp5a	11	0.673286042223094	hpf5.3:non dorsal margin involuted_hpf4.8:margin	0.983013698630137	ENSDARG00000076571	zf-C2H2	0.7664478767735	0.662	0.204	2.87080166903603e-23	1.08748983349667	0.662	0.163	1.74505744444225e-95
non dorsal margin involuted	hpf5.3	gata6	3	0.664591998244679	hpf5.3:non dorsal margin involuted_hpf4.8:margin	0.983013698630137	ENSDARG00000103589	zf-GATA	0.685536931245679	0.644	0.22	7.81077950406023e-19	1.22969919815195	0.644	0.085	6.96452516095679e-124
non dorsal margin involuted	hpf5.3	gata5	5	0.599789219412863	hpf5.3:non dorsal margin involuted_hpf4.8:margin	0.983013698630137	ENSDARG00000017821	zf-GATA	0.613597363168414	0.718	0.244	1.90061007207598e-21	1.29795670319071	0.718	0.097	1.29865435184038e-145
non dorsal margin involuted	hpf5.3	mespab	1	0.402095905176603	hpf5.3:non dorsal margin involuted_hpf4.8:margin	0.983013698630137	ENSDARG00000068761	bHLH	0.491967108436021	0.773	0.38	9.10778894639997e-12	1.32351658671487	0.773	0.156	1.17076318669182e-129
non dorsal margin involuted	hpf5.3	snai1a	3	0.314365622588346	hpf5.3:non dorsal margin involuted_hpf4.8:margin	0.983013698630137	ENSDARG00000056995	zf-C2H2	0.559971732883427	0.963	0.712	4.21789277877807e-24	1.1071038516411	0.963	0.599	1.97896968154168e-119
non dorsal margin involuted	hpf5.3	lhx1a	3	0.199112675718081	hpf5.3:non dorsal margin involuted_hpf4.8:margin	0.983013698630137	ENSDARG00000014018	Homeobox	0.547411130847398	0.845	0.388	3.13862265819168e-18	1.01305982483413	0.845	0.258	1.04507410456926e-107
non dorsal margin involuted	hpf5.3	zic2a	8	0.16185074599763	hpf5.3:non dorsal margin involuted_hpf4.8:margin	0.983013698630137	ENSDARG00000015554	zf-C2H2	0.561928157432453	0.797	0.396	8.06795812061812e-16	0.947967108392855	0.797	0.313	2.51201770422921e-87
non dorsal margin involuted	hpf5.3	mespaa	1	0.137248999175604	hpf5.3:non dorsal margin involuted_hpf4.8:margin	0.983013698630137	ENSDARG00000017078	bHLH	0.536307583287022	0.443	0.14	6.83158605033347e-11	0.970723836359854	0.443	0.037	1.0294610329707e-90
non dorsal margin involuted	hpf5.3	irx7	6	-0.0300586612401184	hpf5.3:non dorsal margin involuted_hpf4.8:margin	0.983013698630137	ENSDARG00000002601	Homeobox	0.436131807538471	0.662	0.288	2.16464384674181e-11	0.987202204682722	0.662	0.191	2.45966739241934e-81
non dorsal margin involuted	hpf5.3	id3	11	-0.176878607138511	hpf5.3:non dorsal margin involuted_hpf4.8:margin	0.983013698630137	ENSDARG00000054823	bHLH	0.476598517519417	0.683	0.392	2.22792716103878e-08	0.761966878126861	0.683	0.296	2.18326937024686e-51
non dorsal margin involuted	hpf5.3	foxc1a	3	-0.233914527787834	hpf5.3:non dorsal margin involuted_hpf4.8:margin	0.983013698630137	ENSDARG00000091481	Fork_head	0.511511313337105	0.367	0.08	1.36504466983433e-11	0.63863333503431	0.367	0.048	1.39385958783308e-60
non dorsal margin involuted	hpf5.3	foxa	5	-0.266842627129982	hpf5.3:non dorsal margin involuted_hpf4.8:margin	0.983013698630137	ENSDARG00000087094	Fork_head	0.317629292364874	0.893	0.568	1.59057787560059e-10	0.967070527209281	0.893	0.352	2.39560887326058e-95
non dorsal margin involuted	hpf5.3	rxraa	2	-0.473828738126533	hpf5.3:non dorsal margin involuted_hpf4.8:margin	0.983013698630137	ENSDARG00000057737	RXR-like	0.462817267890365	0.251	0.096	0.00965159488438845	0.484967784162651	0.251	0.083	8.29347332576286e-16
non dorsal margin involuted	hpf5.3	six4a	1	-0.494852613414849	hpf5.3:non dorsal margin involuted_hpf4.8:margin	0.983013698630137	ENSDARG00000004695	Homeobox	0.470471589009997	0.212	0.004	5.59881921545287e-10	0.44924290236967	0.212	0.016	9.39293618190422e-40
non dorsal margin involuted	hpf5.3	drl	5	-0.761857387596669	hpf5.3:non dorsal margin involuted_hpf4.8:margin	0.983013698630137	ENSDARG00000078004	zf-C2H2	0.340287509024928	0.297	0.1	0.000177556303739706	0.420113324534615	0.297	0.092	1.57302587132024e-22
non dorsal margin involuted	hpf5.3	zic3	4	-0.847374040597808	hpf5.3:non dorsal margin involuted_hpf4.8:margin	0.983013698630137	ENSDARG00000071497	zf-C2H2	0.375737535973213	0.465	0.212	1.66812931124731e-05	0.266741538703497	0.465	0.303	5.49138073364978e-06
non dorsal margin involuted	hpf5.3	hmga1a	12	-0.960665823730046	hpf5.3:non dorsal margin involuted_hpf4.8:margin	0.983013698630137	ENSDARG00000028335	HMGA	0.407829593838347	1	1	9.96031890960945e-52	0.0913237604367492	1	1	7.77721380210056e-06
non dorsal margin involuted	hpf5.3	ddit3	2	-1.06762769235645	hpf5.3:non dorsal margin involuted_hpf4.8:margin	0.983013698630137	ENSDARG00000059836	TF_bZIP	0.270298159343122	0.17	0.044	0.0301860394856176	0.239071159524542	0.17	0.058	2.06715397690908e-08
non dorsal margin involuted	hpf5.3	lef1	4	-1.11765181724265	hpf5.3:non dorsal margin involuted_hpf4.8:margin	0.983013698630137	ENSDARG00000031894	HMG	0.255278500899641	0.181	0.028	0.0001515971524051	0.216117153337267	0.181	0.058	2.06120090812406e-10
non dorsal margin involuted	hpf5.3	tgif1	4	-1.18304159034866	hpf5.3:non dorsal margin involuted_hpf4.8:margin	0.983013698630137	ENSDARG00000059337	Homeobox	0.207003487724367	0.849	0.632	0.0440045169359783	0.23959102817999	0.849	0.766	2.41938494943396e-07
